requirement_id,chapter_id,feature,detailed_behavior,classification,priority,evidence_paths,open_question_ids,route_id,react_route,react_files,component_ids,action_ids,parity_status,functional_status,persistence_status,permissions_status,performance_status,unit_test_ids,playwright_test_ids,selenium_test_ids,visual_test_ids,blocker_type,blocker_ids,blocker_reason,last_verified_sha,functional_fingerprint,notes
"CH16-F04","CH16","Alta de perfil de descuento","Nuevo Descuento captura nombre obligatorio, descripción y porcentajes de las seis familias, con Atrás y Guardar.","VISIBLE","P1","references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0035_00h50m42s400ms_stable_change.jpg","CH16-Q001|CH16-Q003|CH16-Q005","ROUTE-DISCOUNTS","/catalogs/discounts","apps/web/src/app/(workspace)/catalogs/discounts/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q001|CH16-Q003|CH16-Q005","El formulario visible no define fuente, campos aprobados, valores, validación, roles de escritura ni auditoría.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Nuevo permanece deshabilitado; no se implementa alta de perfiles."
"CH16-F05","CH16","Marca de jubilado","El formulario incluye la casilla Es Jubilado, pero no demuestra asignación automática, elegibilidad ni efecto sobre los porcentajes.","VISIBLE","P1","references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0034_00h50m41s800ms_abrupt_change.jpg|references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0035_00h50m42s400ms_stable_change.jpg","CH16-Q004|CH16-Q005","ROUTE-DISCOUNTS","/catalogs/discounts","apps/web/src/app/(workspace)/catalogs/discounts/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q004|CH16-Q005","Es Jubilado no define elegibilidad, autorización, evidencia ni efectos de descuento.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","React no expone ni persiste esta marca."
"CH16-F06","CH16","Perfiles negociados por categoría","La conversación explica perfiles con un porcentaje para servicios y exclusión de medicamentos, y menciona porcentajes pactados distintos por cliente; no define precedencia ni elegibilidad.","VERBAL","P2","references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0003_00h49m58s000ms_settled.jpg","CH16-Q001|CH16-Q002|CH16-Q006","ROUTE-DISCOUNTS","","","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q001|CH16-Q002|CH16-Q006","La narración no define perfil receptor, precedencia, elegibilidad ni si la exclusión de medicamentos es global o negociable.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se implementan perfiles negociados ni reglas por familia."
"CH16-F07","CH16","Recarga del catálogo después del alta","Al volver de Nuevo Descuento, el listado atraviesa estado vacío y Cargando antes de recuperar la matriz.","VISIBLE","P1","references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0036_00h50m48s000ms_abrupt_change.jpg|references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0039_00h50m49s400ms_stable_change.jpg","CH16-Q005","ROUTE-DISCOUNTS","/catalogs/discounts","apps/web/src/app/(workspace)/catalogs/discounts/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q005","La carga posterior a alta depende de una creación y de estados/errores cuya autorización y semántica no están definidas.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se crea perfil ni se simula recarga de catálogo."
"CH16-F08","CH16","Acceso al reporte de salud","Desde Clínica se abre Reporte de salud, que empieza a listar hospitalizaciones con periodo, auditoría, triage y estatus.","VISIBLE","P1","references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/detail_crops/CH16-E0041_00h50m54s000ms_DETAIL.jpg|references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0044_00h51m07s200ms_abrupt_change.jpg","CH16-Q008","ROUTE-CLINICAL-HOSPITALIZATIONS","/clinical/hospitalizations","apps/web/src/app/(workspace)/clinical/hospitalizations/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q008","CH16-Q008 no define la fuente autorizada por organización, campos sensibles permitidos, roles, filtros, auditoría de acceso, retención ni minimización para el Reporte de salud.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH16 sólo prueba navegación y columnas visibles; la ruta clínica y los datos de CH09 no autorizan ni certifican un reporte clínico; la reparación de trazabilidad espera su SHA de commit."
"CH16-F09","CH16","Bloqueo de edición clínica tras guardar","La narración afirma que enfermería no podía volver a editar después de guardar por motivos legales, mientras otro rol sí corregía errores ortográficos; no se muestra el flujo ni la preservación de versiones.","VERBAL","P2","references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0040_00h50m52s200ms_settled.jpg","CH16-Q007","ROUTE-DISCOUNTS","","","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q007","La narración no demuestra firma, versión, motivo, autorización ni preservación del original para una corrección clínica.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se implementa bloqueo ni corrección clínica."
"CH17-F01","CH17","Listado clínico con triage y auditoría","Reporte de salud lista hospitalizaciones por periodo con estado de auditoría, triage Estable o Comprometido y estatus activo.","VISIBLE","P1","references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0001_00h51m10s000ms_DETAIL.jpg|references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0003_00h51m12s400ms_abrupt_change.jpg","CH16-Q008","ROUTE-HEALTH-REPORTS","/clinical/reports","apps/web/src/app/(workspace)/clinical/reports/page.tsx","HEALTH-REPORT-EMPTY-LIST","HEALTH-REPORT-SEARCH|HEALTH-REPORT-PAGE-PREV|HEALTH-REPORT-PAGE-NEXT","PARTIAL","UNVERIFIED","NOT_APPLICABLE","UNVERIFIED","UNVERIFIED","","playwright:ch17-health-report-empty-surface","SEL-CH17-HEALTH-REPORT-EMPTY-SURFACE","","CLIENT_DEFINITION","CH16-Q008","CH16-Q008 no define fuente autorizada por organización, roles, campos sensibles permitidos, filtros, auditoría de acceso, retención, minimización ni redacción del Reporte de salud.","fec4aef2d984afc95e4f54c2703d20651116c8c9","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH17-E0001/E0003 respaldan sólo la anatomía visible. React no lee ni expone pacientes, casos, signos vitales o auditorías; búsqueda y paginación se muestran deshabilitadas. El suite enfocado de CH17 completó 6/6 en PLAYWRIGHT_PORT=4205 al SHA fec4aef2d984afc95e4f54c2703d20651116c8c9; funcional, permisos y rendimiento permanecen UNVERIFIED porque no establece los contratos separados de fuente, roles ni rendimiento."
"CH17-F02","CH17","Acciones de la hospitalización","El menú permite abrir Historia clínica, Reporte Claims, Ver visitas, Notas de servicio, Reporte de salud, Auditorías y Registro XPO.","VISIBLE","P1","references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0005_00h51m14s200ms_DETAIL.jpg","CH17-Q007","ROUTE-HEALTH-REPORTS","/clinical/reports","apps/web/src/app/(workspace)/clinical/reports/page.tsx","HEALTH-REPORT-HOSPITALIZATION-ACTIONS-MENU","HEALTH-REPORT-HOSPITALIZATION-ACTIONS-OPEN","PARTIAL","UNVERIFIED","NOT_APPLICABLE","UNVERIFIED","UNVERIFIED","","playwright:ch17-health-report-actions-menu","SEL-CH17-HEALTH-REPORT-ACTIONS-MENU","","CLIENT_DEFINITION","CH17-Q007","CH17-Q007 no define la hospitalización autorizada, el vínculo por organización, roles, condiciones, auditoría ni destinos seguros de Historia clínica, Claims, visitas, notas, Reporte de salud, Auditorías o Registro XPO.","fec4aef2d984afc95e4f54c2703d20651116c8c9","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH17-E0005 respalda sólo los siete rótulos del menú. React abre una anatomía local sin contexto de paciente ni hospitalización; todos los destinos se presentan como no operativos y no hay consulta, navegación ni mutación. El suite enfocado de CH17 completó 6/6 en PLAYWRIGHT_PORT=4205 al SHA fec4aef2d984afc95e4f54c2703d20651116c8c9; funcional, permisos y rendimiento permanecen UNVERIFIED porque no establece los contratos separados de fuente, roles ni rendimiento."
"CH17-F03","CH17","Reporte clínico por hospitalización","El detalle organiza Información Principal, Evaluación Clínica, Atención Médica, Tratamientos y Órdenes, Eventos Clínicos y Evidencia y Documentos.","VISIBLE","P1","references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0008_00h51m16s600ms_abrupt_change.jpg","CH16-Q008","ROUTE-HEALTH-REPORTS","/clinical/reports","apps/web/src/app/(workspace)/clinical/reports/page.tsx","HEALTH-REPORT-EMPTY-SECTIONS","HEALTH-REPORT-SECTION-INFORMATION|HEALTH-REPORT-SECTION-CLINICAL|HEALTH-REPORT-SECTION-MEDICAL|HEALTH-REPORT-SECTION-TREATMENTS|HEALTH-REPORT-SECTION-EVENTS|HEALTH-REPORT-SECTION-EVIDENCE","PARTIAL","UNVERIFIED","NOT_APPLICABLE","UNVERIFIED","UNVERIFIED","","playwright:ch17-health-report-empty-sections","SEL-CH17-HEALTH-REPORT-EMPTY-SECTIONS","","CLIENT_DEFINITION","CH16-Q008","CH16-Q008 no define la fuente autorizada por organización, roles, campos sensibles, filtros, auditoría de acceso, retención, minimización ni redacción de ninguna sección del Reporte de salud.","fec4aef2d984afc95e4f54c2703d20651116c8c9","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH17-E0008 respalda sólo las seis pestañas visibles. Cada pestaña referencia el tabpanel estable health-report-active-section; React alterna únicamente estados vacíos locales, sin selector, paciente, seguro, hospitalización, datos clínicos, auditoría, documentos, rango temporal, impresión ni navegación de destino. Playwright completó 6/6 al SHA fec4aef2d984afc95e4f54c2703d20651116c8c9, pero no autoriza certificar fuente, permisos o rendimiento."
"CH17-F04","CH17","Cambio de rango temporal","Cambiar rango de fechas abre un calendario doble, permite seleccionar intervalo, Cargarlo y muestra Procesando antes de actualizar el encabezado.","VISIBLE","P1","references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0012_00h51m18s800ms_DETAIL.jpg|references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0017_00h51m32s000ms_abrupt_change.jpg|references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0019_00h51m33s000ms_abrupt_change.jpg","CH16-Q008|CH17-Q008","ROUTE-HEALTH-REPORTS","/clinical/reports","apps/web/src/app/(workspace)/clinical/reports/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q008|CH17-Q008","CH16-Q008 no define fuente tenant-scoped, campos sensibles ni roles del Reporte de salud; CH17-Q008 no define rango permitido, inclusividad, zona horaria, carga/error/reintento, auditoría, retención ni redacción. Las fechas visibles son ejemplos y no se codifican.","98840f19538f15efa4ee6f85e8f864ba753478fc","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Precheck factual reconciled at 98840f19538f15efa4ee6f85e8f864ba753478fc: CH17-E0012 muestra calendario doble, Seleccionar y Cancelar; CH17-E0017 muestra Procesando; CH17-E0019 muestra que el resultado revela campos sensibles. React no muestra calendario, selector, consulta, rango, impresión, exportación ni navegación de reporte."
"CH17-F05","CH17","Información principal del paciente","El reporte presenta identidad, fecha de nacimiento, edad, sexo, periodo de hospitalización, estado, tipo de paciente, tipo de módulo y adicional.","VISIBLE","P1","references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0019_00h51m33s000ms_abrupt_change.jpg","CH16-Q008","ROUTE-HEALTH-REPORTS","/clinical/reports","apps/web/src/app/(workspace)/clinical/reports/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q008","CH16-Q008 no define fuente tenant-scoped, alcance organizacional, campos sensibles permitidos por rol, auditoría de acceso, retención, minimización ni redacción del Reporte de salud.","7214fe01af9545cac5dc6e269b594ecf946a35ba","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Precheck factual verified at 7214fe01af9545cac5dc6e269b594ecf946a35ba: CH17-E0019 muestra identidad, identificación, fecha de nacimiento, edad, sexo, periodo de hospitalización y estado. React no expone ni reutiliza esos campos; /clinical/hospitalizations no es fuente autorizada para el Reporte de salud."
"CH17-F06","CH17","Seguros seleccionables para impresión","Seguros del paciente expone seguro, póliza, certificado, fecha efectiva, titular y DUI/NIT, con una casilla Imprimir por fila.","VISIBLE","P1","references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0021_00h51m34s400ms_abrupt_change.jpg","CH16-Q008|CH17-Q001","ROUTE-HEALTH-REPORTS","/clinical/reports","apps/web/src/app/(workspace)/clinical/reports/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q008|CH17-Q001","CH16-Q008 no define fuente tenant-scoped, alcance organizacional, campos de seguro permitidos por rol, auditoría de acceso, retención, minimización ni redacción; CH17-Q001 no define selección por fila, contenido/formato de impresión, autorizaciones, auditoría ni retención de la salida.","999e2d71216006e0e178aa1693a85d954b320bfe","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Precheck factual verified at 999e2d71216006e0e178aa1693a85d954b320bfe: CH17-E0021 muestra Imprimir, Seguro, Póliza, Certificado, Fecha efectiva, Titular y DUI/NIT. React no expone, consulta ni reutiliza seguros, identificadores o impresión; /clinical/hospitalizations no es una fuente autorizada para el Reporte de salud."
"CH17-F07","CH17","Salida imprimible configurable","El encabezado ofrece Imprimir y varias tablas incluyen casillas Imprimir, pero no se observa el documento final ni su formato.","UNCERTAIN","P2","references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0008_00h51m16s600ms_abrupt_change.jpg|references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0021_00h51m34s400ms_abrupt_change.jpg|references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0043_00h52m08s400ms_abrupt_change.jpg","CH17-Q001","ROUTE-CLINICAL-HOSPITALIZATIONS","/clinical/hospitalizations","apps/web/src/app/(workspace)/clinical/hospitalizations/page.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH17-Q001","La evidencia no define la plantilla, campos, firmas, validez ni minimización de la salida imprimible.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se imprime ni exporta contenido clínico."
"CH17-F08","CH17","Navegación de Evaluación Clínica","Evaluación Clínica separa antecedentes y evaluaciones, signos vitales, perfiles clínicos, notas de evolución, interconsultas, notas de enfermería y bitácoras.","VISIBLE","P1","references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0024_00h51m37s200ms_DETAIL.jpg","CH16-Q008|CH17-Q002","ROUTE-HEALTH-REPORTS","/clinical/reports","apps/web/src/app/(workspace)/clinical/reports/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q008|CH17-Q002","CH16-Q008 no define fuente tenant-scoped, contexto de organización, campos clínicos permitidos por rol, auditoría de acceso, retención, minimización ni redacción; CH17-Q002 no define formularios, permisos de Agregar, catálogo, versionado ni auditoría de antecedentes/alergias.","998875f4694d070598ea63f52619f66bfed426a1","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Precheck factual verified at 998875f4694d070598ea63f52619f66bfed426a1: CH17-E0024 muestra Antecedentes y evaluaciones, Signos vitales, Perfiles clínicos, Notas de evolución, Notas médicas de interconsulta, Notas de enfermería y Bitácoras, además de paneles y controles Agregar. React no expone navegación clínica, paneles, datos o mutaciones; /clinical/hospitalizations no es una fuente autorizada para el Reporte de salud."
"CH17-F09","CH17","Antecedentes clínicos estructurados","Los paneles cubren alergias, antecedentes personales patológicos, hábitos personales, antecedentes quirúrgicos, antecedentes familiares y tarjeta de vacunas.","VISIBLE","P1","references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0026_00h51m43s400ms_abrupt_change.jpg|references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0027_00h51m44s200ms_abrupt_change.jpg","CH16-Q008|CH17-Q002","ROUTE-HEALTH-REPORTS","/clinical/reports","apps/web/src/app/(workspace)/clinical/reports/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q008|CH17-Q002","CH16-Q008 no define fuente tenant-scoped, contexto organizacional, campos clínicos permitidos por rol, auditoría de acceso, retención, minimización ni redacción del Reporte de salud; CH17-Q002 no define formularios, catálogos, permisos de Agregar, reacción/estado, contradicción con No registrado, versionado, corrección ni auditoría para antecedentes, alergias y vacunas.","1bbec9f62b414e0da0c0e6468a6bfc8766f53504","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Precheck factual verified at 1bbec9f62b414e0da0c0e6468a6bfc8766f53504: CH17-E0026/E0027 muestran únicamente Alergias, Antecedentes personales patológicos, Hábitos personales, Antecedentes quirúrgicos, Antecedentes familiares y Tarjeta de vacunas, cada uno con Agregar. React no expone paneles, contenido, catálogos, formularios, controles Agregar, consultas, impresión/exportación ni mutaciones; /clinical/hospitalizations no es una fuente autorizada para el Reporte de salud."
